Event,Site,Date,UTCTime,White,Black,WhiteElo,BlackElo,Result
Rated Blitz game,https://lichess.org/eVTjCIhl,2020.04.02,20:09:48,waltalgg,dawyz,1809,1916,0-1
Rated Blitz game,https://lichess.org/RLgV5Pzo,2020.04.01,23:22:37,Benignopm,waltalgg,1825,1814,1-0
Rated Blitz game,https://lichess.org/bVmXxi8J,2020.04.01,23:14:21,waltalgg,Foudrenoire97,1808,1827,1-0
Rated Blitz game,https://lichess.org/gKC9Aght,2020.04.01,23:06:56,JaschaCL,waltalgg,1773,1802,0-1
Rated Blitz game,https://lichess.org/hvGbgF1b,2020.04.01,23:01:09,waltalgg,Jeff2020,1796,1811,1-0
Rated Bullet game,https://lichess.org/d6HHJisE,2020.04.01,22:33:54,waltalgg,MonteKristo71,1838,1799,1-0
Rated Bullet game,https://lichess.org/PCq6nSit,2020.04.01,22:08:19,WhizNL,waltalgg,1824,1844,1-0
Rated Blitz game,https://lichess.org/pSaSWJwj,2020.04.01,22:06:03,waltalgg,Walkringen,1791,1723,1-0
Rated Blitz game,https://lichess.org/rzS1kKql,2020.04.01,21:58:27,waltalgg,jvyeclanico2003,1796,1842,0-1
Rated Blitz game,https://lichess.org/t4ZPv9Ll,2020.04.01,21:52:50,fservais,waltalgg,1845,1790,0-1
Rated Blitz game,https://lichess.org/j7XPxxRM,2020.04.01,21:46:45,roseca58,waltalgg,1652,1786,0-1
Rated Blitz game,https://lichess.org/EBNuPq5u,2020.04.01,19:41:21,Kilomaster,waltalgg,1825,1791,1-0
Rated Blitz game,https://lichess.org/RNwkPoUO,2020.04.01,19:33:06,waltalgg,U4231,1796,1832,0-1
Rated Blitz game,https://lichess.org/JqKwOtJL,2020.04.01,19:24:53,waltalgg,magicianfromistanbul,1790,1801,1-0
Rated Blitz game,https://lichess.org/quoit72E,2020.04.01,19:22:04,Ljajic22,waltalgg,1788,1790,1/2-1/2
Rated Blitz game,https://lichess.org/873t0S1L,2020.04.01,14:32:11,yeiso,waltalgg,1839,1795,1-0
Rated Blitz game,https://lichess.org/3p627K4u,2020.03.31,19:45:30,waltalgg,korchnoy1980,1801,1793,0-1
Rated Blitz game,https://lichess.org/i60Xzszj,2020.03.31,19:35:55,Yuriy1964,waltalgg,1852,1806,1-0
Rated Blitz game,https://lichess.org/xJQz58eV,2020.03.31,17:28:58,waltalgg,ClubEscacsRipollet,1811,1830,0-1
Rated Blitz game,https://lichess.org/7zRmFSzU,2020.03.31,17:21:41,jamil10,waltalgg,1794,1805,0-1
Rated Blitz game,https://lichess.org/3gMf4XJQ,2020.03.31,17:14:47,waltalgg,stratosk,1801,1688,1-0
Rated Blitz game,https://lichess.org/laA00FXf,2020.03.31,17:10:00,fab11100,waltalgg,1932,1793,0-1
Rated Blitz game,https://lichess.org/qOhRbnCd,2020.03.31,11:07:06,waltalgg,a002017,1799,1794,0-1
Rated Bullet game,https://lichess.org/4tByY5Ep,2020.03.29,23:04:17,waltalgg,Nibbul,1849,1889,0-1
Rated Bullet game,https://lichess.org/GoAMwn9X,2020.03.29,23:01:43,waltalgg,her1378,1843,1832,1-0
Rated Bullet game,https://lichess.org/dF2ceiBk,2020.03.29,22:59:30,srNewton,waltalgg,1864,1837,0-1
Rated Bullet game,https://lichess.org/MP9m9Wnl,2020.03.29,22:57:56,Renegarde,waltalgg,1958,1829,0-1
Rated Bullet game,https://lichess.org/2rDZZJUv,2020.03.29,22:56:36,CarQuin,waltalgg,1866,1834,1-0
Rated Bullet game,https://lichess.org/SPrZWnoG,2020.03.29,22:54:54,waltalgg,Tactics4u,1841,1760,0-1
Rated Blitz game,https://lichess.org/RD2acfF5,2020.03.29,07:30:11,waltalgg,Dhruv13,1793,1796,1-0
Rated Blitz game,https://lichess.org/riKuLhzx,2020.03.28,21:49:01,YannMarec,waltalgg,1845,1798,1-0
Rated Blitz game,https://lichess.org/uoGrd2NX,2020.03.28,21:40:33,waltalgg,MrbOOgieman,1793,1760,1-0
Rated Blitz game,https://lichess.org/RPyjDdl4,2020.03.28,21:37:43,Ferran_Soler,waltalgg,1801,1798,1-0
Rated Bullet game,https://lichess.org/VM7ma56h,2020.03.28,21:36:37,nblacks,waltalgg,1841,1847,1-0
Rated Bullet game,https://lichess.org/UIP2Hz8i,2020.03.28,21:34:12,waltalgg,Runeratti,1847,1832,1/2-1/2
Rated Bullet game,https://lichess.org/lRzIHFjx,2020.03.28,21:32:18,vendall,waltalgg,1861,1841,0-1
Rated Bullet game,https://lichess.org/sFNkJu7L,2020.03.28,21:29:55,waltalgg,nblacks,1841,1840,1/2-1/2
Rated Bullet game,https://lichess.org/0QT4aQ9Z,2020.03.28,18:17:24,djamel00213,waltalgg,1888,1846,1-0
Rated Bullet game,https://lichess.org/ZNiIagnu,2020.03.28,18:16:41,waltalgg,pierresmirnoff,1840,1846,1-0
Rated Bullet game,https://lichess.org/nZm0tcL5,2020.03.28,18:14:48,Carlos_Ferruci,waltalgg,1864,1846,1-0
Rated Bullet game,https://lichess.org/TYdXIaKQ,2020.03.28,18:13:38,waltalgg,jorgesebasti,1853,1739,0-1
Rated Bullet game,https://lichess.org/69mfyjyt,2020.03.28,18:11:31,waltalgg,GianfrancoVice,1849,1771,1-0
Rated Blitz game,https://lichess.org/TvgmnCqO,2020.03.28,12:59:24,waltalgg,hjavadish,1804,1826,0-1
Rated Blitz game,https://lichess.org/Mewqli2f,2020.03.28,12:57:15,Aggressive1,waltalgg,1840,1809,1-0
Rated Blitz game,https://lichess.org/4aFJy0hQ,2020.03.28,12:51:58,waltalgg,Bolqia,1803,1800,1-0
Rated Blitz game,https://lichess.org/zIvwjZIi,2020.03.28,12:44:22,GOPNIK1223,waltalgg,1821,1797,0-1
Rated Blitz game,https://lichess.org/vDZykjDw,2020.03.28,12:43:10,waltalgg,GOPNIK1223,1802,1815,0-1
Rated Blitz game,https://lichess.org/gDRSFyji,2020.03.28,12:35:35,GOPNIK1223,waltalgg,1821,1796,0-1
Rated Bullet game,https://lichess.org/R8qn6mj3,2020.03.28,11:16:11,quinsac,waltalgg,1985,1852,1-0
Rated Bullet game,https://lichess.org/2WEo0iwj,2020.03.28,11:14:25,waltalgg,ahmedkhater,1857,1951,0-1
Rated Bullet game,https://lichess.org/bRw9H9xc,2020.03.28,11:13:08,cucchi98,waltalgg,1823,1863,1-0
Rated Bullet game,https://lichess.org/oDaYDTEU,2020.03.28,11:10:51,waltalgg,Gary1004,1868,1880,0-1
Rated Bullet game,https://lichess.org/1uUoAIio,2020.03.28,11:09:59,waltalgg,DarkLeader59,1863,1849,1-0
Rated Bullet game,https://lichess.org/8StoNeKE,2020.03.28,11:07:53,robinsch,waltalgg,1789,1858,0-1
Rated Blitz game,https://lichess.org/qBmry8Hw,2020.03.28,10:52:54,waltalgg,alexei_lyaschev,1790,1792,1-0
Rated Blitz game,https://lichess.org/gGLsb6xh,2020.03.28,10:44:55,Spssky,waltalgg,1689,1785,0-1
Rated Blitz game,https://lichess.org/EfkUZ7jy,2020.03.28,10:41:03,zakaria41,waltalgg,1785,1779,0-1
Rated Blitz game,https://lichess.org/CdCrYEv4,2020.03.28,10:34:58,Yunus99ozcan,waltalgg,1707,1786,1-0
Rated Blitz game,https://lichess.org/AFebDWVW,2020.03.28,10:28:23,waltalgg,Yunus99ozcan,1781,1712,1-0
Rated Blitz game,https://lichess.org/g8CpEWq8,2020.03.28,00:13:51,luckychewy,waltalgg,1803,1787,1-0
Rated Blitz game,https://lichess.org/YcC63TPs,2020.03.28,00:08:05,birisii,waltalgg,1736,1782,0-1
Rated Blitz game,https://lichess.org/9MfcRVgZ,2020.03.28,00:02:06,waltalgg,aytaufik,1777,1734,1-0
Rated Blitz game,https://lichess.org/FhG7gGMh,2020.03.27,23:58:48,Dan478,waltalgg,1838,1781,1-0
Rated Blitz game,https://lichess.org/n9JMpLUq,2020.03.27,23:48:43,waltalgg,xarcul,1788,1767,0-1
Rated Bullet game,https://lichess.org/2hfY7xkj,2020.03.27,21:34:48,udemski,waltalgg,1807,1853,0-1
Rated Bullet game,https://lichess.org/BVi06fTq,2020.03.27,21:32:28,waltalgg,Roman-CZE-Praha,1851,1962,1/2-1/2
Rated Bullet game,https://lichess.org/kqMEPK43,2020.03.27,21:30:23,donisidroparodi,waltalgg,1823,1846,0-1
Rated Bullet game,https://lichess.org/ipAJg28V,2020.03.26,21:07:28,h_igomo,waltalgg,1874,1851,1-0
Rated Bullet game,https://lichess.org/bF73sHzV,2020.03.26,21:05:04,waltalgg,SemihAysal,1846,1819,1-0
Rated Bullet game,https://lichess.org/r5no86oT,2020.03.26,21:03:23,waltalgg,rubencyto,1852,1806,0-1
Rated Bullet game,https://lichess.org/ECDIwoB2,2020.03.26,21:00:49,waltalgg,Romulo2000,1852,1855,1/2-1/2
Rated Bullet game,https://lichess.org/fooA4XfU,2020.03.26,20:59:46,Romulo2000,waltalgg,1861,1846,0-1
Rated Bullet game,https://lichess.org/hprpSiZt,2020.03.26,20:58:36,waltalgg,Romulo2000,1840,1867,1-0
Rated Bullet game,https://lichess.org/JECC7BAC,2020.03.26,20:56:27,TightFlop,waltalgg,1804,1846,1-0
Rated Bullet game,https://lichess.org/WFDkM5ch,2020.03.26,20:54:32,xamiax,waltalgg,1703,1842,0-1
Rated Bullet game,https://lichess.org/BhtPPQYD,2020.03.26,20:52:43,elquin,waltalgg,1824,1837,0-1
Rated Bullet game,https://lichess.org/YLOHfmHb,2020.03.26,20:50:25,waltalgg,pau777ittan,1844,1752,0-1
Rated Bullet game,https://lichess.org/dxNNJd3B,2020.03.26,20:48:15,IlyaNos,waltalgg,1811,1844,1/2-1/2
Rated Bullet game,https://lichess.org/Z8gynhTs,2020.03.25,19:42:15,waltalgg,MoStar,1850,1859,0-1
Rated Bullet game,https://lichess.org/BOj8YESH,2020.03.25,15:13:06,tottimagic,waltalgg,1850,1856,1-0
Rated Bullet game,https://lichess.org/bk4QCFY7,2020.03.25,15:12:06,basumur11,waltalgg,1824,1862,1-0
Rated Bullet game,https://lichess.org/i4xU0Lq2,2020.03.25,15:09:54,waltalgg,Capablancasky,1856,1853,1-0
Rated Bullet game,https://lichess.org/rv1DsDit,2020.03.25,15:07:51,waltalgg,Mystiske,1850,1849,1-0
Rated Bullet game,https://lichess.org/HEwmYOrX,2020.03.25,15:05:47,Kakashi96,waltalgg,1820,1845,0-1
Rated Bullet game,https://lichess.org/T6NHoHtv,2020.03.25,15:03:40,FurkanGG,waltalgg,1789,1840,0-1
Rated Bullet game,https://lichess.org/dhn4di6R,2020.03.25,15:01:06,waltalgg,prince16,1845,1869,0-1
Rated Bullet game,https://lichess.org/Byc8azMh,2020.03.25,14:58:43,waltalgg,Serinoks,1839,1852,1-0
Rated Bullet game,https://lichess.org/Eb0v91md,2020.03.25,14:57:46,williamehueyjr,waltalgg,1730,1847,1-0
Rated Bullet game,https://lichess.org/P6qf0Tk6,2020.03.25,14:56:25,waltalgg,zhao_nan,1852,1870,0-1
Rated Bullet game,https://lichess.org/1C31cAoH,2020.03.25,11:17:34,jdekroon,waltalgg,1859,1858,1-0
Rated Bullet game,https://lichess.org/waK6XyYW,2020.03.25,11:16:16,waltalgg,AbdevZ86,1862,1910,0-1
Rated Bullet game,https://lichess.org/NWS4pxJj,2020.03.25,11:14:13,waltalgg,Stasism,1855,1937,1-0
Rated Blitz game,https://lichess.org/0LblRntP,2020.03.25,11:07:03,OMGlob,waltalgg,1853,1792,1-0
Rated Blitz game,https://lichess.org/qqC2ALr5,2020.03.25,11:00:57,waltalgg,AitorPerez,1786,1801,1-0
Rated Blitz game,https://lichess.org/RX7GEAbg,2020.03.25,10:53:08,javablanc,waltalgg,1693,1782,0-1
Rated Blitz game,https://lichess.org/PXObMpqu,2020.03.25,09:30:32,waltalgg,FiftyS11,1788,1762,0-1
Rated Blitz game,https://lichess.org/jST0tghJ,2020.03.25,09:19:20,Antoshen,waltalgg,1840,1781,0-1
Rated Blitz game,https://lichess.org/vdhOpq1A,2020.03.24,20:09:47,waltalgg,safari_6484,1786,1795,0-1
Rated Bullet game,https://lichess.org/3x19ZgGc,2020.03.24,12:36:20,murasseyb,waltalgg,1953,1848,0-1
Rated Bullet game,https://lichess.org/qxccqD3u,2020.03.24,12:33:59,WinterKuma,waltalgg,1834,1842,0-1
Rated Bullet game,https://lichess.org/UoDu7L4B,2020.03.24,12:32:02,waltalgg,LavransS,1835,1901,1-0
Rated Bullet game,https://lichess.org/fe7tepMp,2020.03.24,12:30:08,waltalgg,Mina_tofa,1830,1782,1-0
Rated Bullet game,https://lichess.org/dcpXqBr5,2020.03.24,12:27:49,Mhelpf19,waltalgg,1825,1830,1/2-1/2
Rated Bullet game,https://lichess.org/pChTE9U2,2020.03.24,12:26:35,waltalgg,Unknowplayer,1836,1815,0-1
Rated Blitz game,https://lichess.org/9dKWQ3qF,2020.03.24,12:16:15,Vlastelin228,waltalgg,1779,1792,1-0
Rated Bullet game,https://lichess.org/fUaIdCxx,2020.03.23,18:14:29,waltalgg,vachellia_erioloba,1842,1832,0-1
Rated Bullet game,https://lichess.org/G9wVWfxA,2020.03.23,17:06:05,waltalgg,iHaveLaserBeams,1849,1764,0-1
Rated Bullet game,https://lichess.org/ek3Zgeqr,2020.03.23,17:04:08,iHaveLaserBeams,waltalgg,1769,1845,0-1
Rated Bullet game,https://lichess.org/FWJsP962,2020.03.23,17:01:38,mtytel,waltalgg,1891,1850,1-0
Rated Bullet game,https://lichess.org/thUfFHU2,2020.03.23,16:59:45,waltalgg,nicholashart,1844,1815,1-0
Rated Bullet game,https://lichess.org/PTLZKeC2,2020.03.23,16:57:19,waltalgg,fredtlv,1838,1846,1-0
Rated Bullet game,https://lichess.org/lWaocHVS,2020.03.23,16:55:49,guimarques,waltalgg,1804,1845,1-0
Rated Bullet game,https://lichess.org/YIzZvzWg,2020.03.23,16:52:47,waltalgg,Rasmy79,1839,1827,1-0
Rated Bullet game,https://lichess.org/62zkZBQ5,2020.03.23,16:51:31,GiantKiller15,waltalgg,1747,1846,1-0
Rated Bullet game,https://lichess.org/Ck0JrxuX,2020.03.23,16:50:32,JoustAnja,waltalgg,1816,1852,1-0
Rated Bullet game,https://lichess.org/JZY63T7s,2020.03.23,16:48:08,waltalgg,tcheli,1858,1882,0-1
Rated Bullet game,https://lichess.org/l6l4YoP8,2020.03.23,16:47:09,crhdbinny,waltalgg,1803,1864,1-0
Rated Bullet game,https://lichess.org/cLLvEs6n,2020.03.23,16:44:33,waltalgg,Mv1993,1858,1871,1-0
Rated Blitz game,https://lichess.org/lr7DoVVv,2020.03.23,16:43:45,vvdoom,waltalgg,1802,1798,1-0
Rated Blitz game,https://lichess.org/QuQxHbvp,2020.03.23,16:37:23,Hermosoto,waltalgg,1792,1803,1-0
Rated Blitz game,https://lichess.org/BhbwSQIJ,2020.03.23,16:28:05,waltalgg,anonymus0,1798,1796,1-0
Rated Blitz game,https://lichess.org/UiTxX1ek,2020.03.23,16:18:51,waltalgg,fnduamaka,1801,1944,0-1
Rated Blitz game,https://lichess.org/jn5Am0yN,2020.03.23,09:14:47,swaggles,waltalgg,1797,1807,1-0
Rated Blitz game,https://lichess.org/mzwaAAUr,2020.03.23,09:09:06,flameandshadow,waltalgg,1743,1814,1-0
Rated Blitz game,https://lichess.org/8TTaxWLZ,2020.03.22,17:57:41,waltalgg,Winkel42,1807,1852,1-0
Rated Blitz game,https://lichess.org/dgxGob3a,2020.03.22,17:52:17,waltalgg,zerdani,1801,1813,1-0
Rated Bullet game,https://lichess.org/oPazIwkl,2020.03.22,17:46:05,Niclas91,waltalgg,1794,1865,1-0
Rated Bullet game,https://lichess.org/PU2QXG7i,2020.03.22,17:43:42,waltalgg,TobiasEmanuel,1871,1878,0-1
Rated Bullet game,https://lichess.org/esFai4hu,2020.03.22,17:41:43,mohammadamin20_07,waltalgg,1849,1865,0-1
Rated Bullet game,https://lichess.org/AuJWhYXo,2020.03.22,17:40:48,plnka,waltalgg,1873,1871,1-0
Rated Bullet game,https://lichess.org/o3g0oppm,2020.03.22,17:38:05,waltalgg,Re6za,1871,1835,1/2-1/2
Rated Bullet game,https://lichess.org/iWSMnOUo,2020.03.22,17:36:38,passion4chess,waltalgg,1892,1865,0-1
Rated Bullet game,https://lichess.org/q3dXXMih,2020.03.22,17:34:16,waltalgg,passion4chess,1865,1893,1/2-1/2
Rated Bullet game,https://lichess.org/nkisMTze,2020.03.22,17:31:45,passion4chess,waltalgg,1887,1870,1-0
Rated Bullet game,https://lichess.org/HhW9iNUQ,2020.03.22,17:30:03,waltalgg,Mogowzeg,1876,1857,0-1
Rated Bullet game,https://lichess.org/qOOoeDKD,2020.03.22,17:27:39,waltalgg,Milmilak,1870,1908,1-0
Rated Bullet game,https://lichess.org/riK39Wx0,2020.03.22,17:25:30,waltalgg,AVS6337,1864,1862,1-0
Rated Bullet game,https://lichess.org/DvSWSRCR,2020.03.22,17:23:53,waltalgg,daversoft,1870,1851,0-1
Rated Bullet game,https://lichess.org/UHhewblL,2020.03.22,17:21:53,erick2767,waltalgg,1730,1866,0-1
Rated Bullet game,https://lichess.org/IlqQUVmF,2020.03.22,17:19:29,aashishgupta111,waltalgg,1787,1861,0-1
Rated Bullet game,https://lichess.org/a6JdoDSf,2020.03.22,17:16:59,MvJK,waltalgg,1880,1867,1-0
Rated Bullet game,https://lichess.org/vJkX2L60,2020.03.22,17:14:40,waltalgg,daversoft,1861,1858,1-0
Rated Bullet game,https://lichess.org/nijMT1UA,2020.03.22,17:12:46,richiea,waltalgg,1882,1855,0-1
Rated Bullet game,https://lichess.org/l44biU30,2020.03.22,17:10:42,waltalgg,Kabegody,1850,1803,1-0
Rated Bullet game,https://lichess.org/lSs0ZzKO,2020.03.22,17:09:41,waltalgg,Rhostens,1855,1876,0-1
Rated Bullet game,https://lichess.org/HDh0XMrg,2020.03.22,17:07:23,Koupuh,waltalgg,1821,1862,1-0
Rated Bullet game,https://lichess.org/8YyVaMqt,2020.03.22,17:05:06,waltalgg,Blue_Dwarf,1862,1855,1/2-1/2
Rated Bullet game,https://lichess.org/tSmUyeiL,2020.03.22,17:02:52,AM-is-here,waltalgg,1856,1856,0-1
Rated Bullet game,https://lichess.org/uLEHqMNS,2020.03.22,11:35:01,bagislov,waltalgg,1987,1860,1-0
Rated Bullet game,https://lichess.org/hv0HPMRl,2020.03.22,11:32:38,py4nik,waltalgg,1828,1866,1-0
Rated Bullet game,https://lichess.org/jPmO61ii,2020.03.22,11:30:22,waltalgg,Hh_ss,1870,1958,0-1
Rated Bullet game,https://lichess.org/vNmiWdep,2020.03.22,11:28:10,waltalgg,sv_turbo,1866,1768,1-0
Rated Bullet game,https://lichess.org/JfpBWYnT,2020.03.22,11:26:38,waltalgg,jaskirat,1861,1823,1-0
Rated Bullet game,https://lichess.org/XP7cfgjb,2020.03.22,11:24:30,SunRayBoy,waltalgg,1912,1854,0-1
Rated Blitz game,https://lichess.org/cMVvU4Kk,2020.03.22,10:03:41,parsa1995,waltalgg,1796,1807,1-0
Rated Blitz game,https://lichess.org/YZyfWaxV,2020.03.22,10:00:26,AabhasJindal,waltalgg,1779,1801,0-1
Rated Bullet game,https://lichess.org/t6NzQxda,2020.03.20,20:50:39,waltalgg,TimurBazarov,1860,1834,0-1
Rated Bullet game,https://lichess.org/Q26FZykl,2020.03.20,20:49:40,flector,waltalgg,1847,1854,0-1
Rated Bullet game,https://lichess.org/iUVpRiqd,2020.03.20,20:46:43,waltalgg,ex_wunderkind_89,1854,1874,1/2-1/2
Rated Bullet game,https://lichess.org/rrDOnACe,2020.03.20,20:43:59,waltalgg,IshouChess,1849,1776,1-0
Rated Bullet game,https://lichess.org/VGya1uw5,2020.03.20,20:41:33,siderra,waltalgg,1912,1854,1-0
Rated Bullet game,https://lichess.org/zBMZZUb7,2020.03.20,20:39:17,ricsan1970,waltalgg,1865,1860,1-0
Rated Bullet game,https://lichess.org/jtnOZrn1,2020.03.17,18:58:19,waltalgg,iratel,1864,1991,0-1
Rated Bullet game,https://lichess.org/ucukpD2T,2020.03.17,18:56:13,waltalgg,Wandor,1858,1869,1-0
Rated Bullet game,https://lichess.org/wRRE4Tfx,2020.03.17,18:54:18,waltalgg,Juankpg,1852,1847,1-0
Rated Blitz game,https://lichess.org/Uh8zQSf8,2020.03.16,19:40:06,masevilla,waltalgg,1837,1806,1-0
Rated Bullet game,https://lichess.org/NFiw36Vb,2020.03.16,19:37:29,drliouane,waltalgg,1848,1858,1-0
Rated Bullet game,https://lichess.org/oeZBCpAj,2020.03.16,19:35:35,josi_e4,waltalgg,1779,1853,0-1
Rated Bullet game,https://lichess.org/sASTLjeo,2020.03.16,19:32:55,waltalgg,Hakan-Ozdemir,1846,1890,1-0
Rated Bullet game,https://lichess.org/Iely4oCu,2020.03.16,19:31:25,waltalgg,vatato,1852,1878,0-1
Rated Bullet game,https://lichess.org/4v6kwB3h,2020.03.16,19:28:54,AlexCurry65,waltalgg,1850,1857,1-0
Rated Bullet game,https://lichess.org/ge1yTaiX,2020.03.16,19:27:50,waltalgg,mahdi9228,1862,1848,0-1
Rated Bullet game,https://lichess.org/zudJkIhI,2020.03.16,19:26:46,gaj9,waltalgg,1889,1868,1-0
Rated Bullet game,https://lichess.org/Xy2YIBcu,2020.03.16,19:24:24,Ahmedhamed1,waltalgg,1856,1862,0-1
Rated Bullet game,https://lichess.org/uQZlpurB,2020.03.16,19:21:34,waltalgg,KK9756,1856,1857,1-0
Rated Bullet game,https://lichess.org/bjpAmcyf,2020.03.16,19:19:35,drphilsner,waltalgg,1823,1851,0-1
Rated Bullet game,https://lichess.org/GNDglCOy,2020.03.16,19:17:05,waltalgg,Mattitatti,1852,1812,1/2-1/2
Rated Bullet game,https://lichess.org/GaOwfGSq,2020.03.16,13:25:00,muhammad-albaker008,waltalgg,1708,1848,0-1
Rated Bullet game,https://lichess.org/iJgk9X1M,2020.03.15,21:24:33,unsullied_lemons,waltalgg,1842,1842,0-1
Rated Bullet game,https://lichess.org/TUvqqCJw,2020.03.15,21:23:06,MajorFelx,waltalgg,1833,1848,1-0
Rated Bullet game,https://lichess.org/Bu0s6b9X,2020.03.15,21:20:33,waltalgg,MajorFelx,1842,1841,1-0
Rated Bullet game,https://lichess.org/nE4yhoq8,2020.03.15,21:18:09,waltalgg,melipola,1837,1812,1-0
Rated Bullet game,https://lichess.org/kkzNobpB,2020.03.15,21:15:58,waltalgg,Gaelgael,1831,1831,1-0
Rated Bullet game,https://lichess.org/1wVgS0vf,2020.03.15,21:14:32,boardman,waltalgg,1793,1826,0-1
Rated Bullet game,https://lichess.org/XCZCrR8b,2020.03.15,21:12:28,umut123698745,waltalgg,1826,1820,0-1
Rated Bullet game,https://lichess.org/c7FXiKXA,2020.03.15,21:10:16,waltalgg,michaelbluejay,1814,1780,1-0
Rated Bullet game,https://lichess.org/oqmkSuts,2020.03.15,21:08:14,waltalgg,Pedricox,1808,1865,1-0
Rated Bullet game,https://lichess.org/ylJtTgTC,2020.03.15,21:05:55,Sabre66,waltalgg,1830,1813,1-0
Rated Bullet game,https://lichess.org/5WrIzJ84,2020.03.15,21:03:40,RO-Sensation,waltalgg,1838,1807,0-1
Rated Bullet game,https://lichess.org/UhdXjgdo,2020.03.15,21:01:40,waltalgg,polistirolo99,1801,1806,1-0
Rated Bullet game,https://lichess.org/tmbKwCE5,2020.03.15,20:59:20,siyah_at,waltalgg,1672,1797,0-1
Rated Bullet game,https://lichess.org/vEIoFGpm,2020.03.15,20:57:02,waltalgg,garbugpillil,1803,1779,0-1
Rated Bullet game,https://lichess.org/gRHBja1m,2020.03.15,20:55:00,daversoft,waltalgg,1836,1808,1-0
Rated Bullet game,https://lichess.org/MT7BgqFB,2020.03.15,20:52:52,waltalgg,UFO-Land,1808,1800,1/2-1/2
Rated Bullet game,https://lichess.org/I7GmYutu,2020.03.15,20:50:52,nikosi9,waltalgg,1669,1805,0-1
Rated Bullet game,https://lichess.org/oFvoCVbJ,2020.03.15,20:48:27,waltalgg,kore94,1811,1772,0-1
Rated Bullet game,https://lichess.org/ioN57wLB,2020.03.15,18:27:04,waltalgg,lasestafari,1817,1831,0-1
Rated Bullet game,https://lichess.org/FKraixJ6,2020.03.15,18:25:55,somarfarias,waltalgg,1821,1822,1-0
Rated Bullet game,https://lichess.org/2Ntw51Zc,2020.03.15,18:23:37,waltalgg,RyanSharpe,1817,1802,1-0
Rated Bullet game,https://lichess.org/83lftS75,2020.03.15,18:21:29,andreis7r1k3,waltalgg,1744,1824,1-0
Rated Bullet game,https://lichess.org/RFFuKoCD,2020.03.15,18:19:13,deryaun,waltalgg,1809,1818,0-1
Rated Bullet game,https://lichess.org/e68JUk8U,2020.03.15,18:17:43,waltalgg,Deathgun4,1813,1781,1-0
Rated Bullet game,https://lichess.org/riisr3nG,2020.03.15,18:15:16,karanjs,waltalgg,1858,1806,0-1
Rated Bullet game,https://lichess.org/z6FjOnqv,2020.03.15,18:14:07,nav1985,waltalgg,1724,1813,1-0
Rated Blitz game,https://lichess.org/ZwMf03Nu,2020.03.15,10:43:06,waltalgg,Esmailkhader7,1801,1766,1-0
Rated Blitz game,https://lichess.org/Xzkl4vPa,2020.03.15,10:29:13,waltalgg,sumitp,1807,1800,0-1
Rated Blitz game,https://lichess.org/1zmw9nZq,2020.03.14,12:27:22,strixmain,waltalgg,1782,1813,1-0
Rated Blitz game,https://lichess.org/IQiqtzrk,2020.03.14,10:54:49,waltalgg,fazael1962,1807,1779,1-0
Rated Blitz game,https://lichess.org/EDmUKu5V,2020.03.14,08:41:14,waltalgg,Leon89dk,1814,1785,0-1
Rated Bullet game,https://lichess.org/uBcslqft,2020.03.14,08:04:05,AlanGrand,waltalgg,1834,1813,1/2-1/2
Rated Bullet game,https://lichess.org/gIHJNaah,2020.03.14,08:01:51,waltalgg,SergeyManakov,1817,1882,0-1
Rated Blitz game,https://lichess.org/l0jNTela,2020.03.14,07:53:41,Burov,waltalgg,1864,1807,0-1
Rated Blitz game,https://lichess.org/OJhkSa4B,2020.03.14,07:46:54,waltalgg,lub4yk,1801,1770,1-0
Rated Bullet game,https://lichess.org/VM1bTZJV,2020.03.13,18:14:44,waltalgg,tetitasdemarfil,1813,1762,1-0
Rated Bullet game,https://lichess.org/oP1j7UFk,2020.03.13,18:12:55,The_valture,waltalgg,1830,1818,1-0
Rated Bullet game,https://lichess.org/dGIQrc03,2020.03.13,18:10:29,asede123,waltalgg,1826,1824,1-0
Rated Bullet game,https://lichess.org/6FulPYc6,2020.03.13,18:08:19,ics,waltalgg,1770,1819,0-1
Rated Bullet game,https://lichess.org/op7gCwPi,2020.03.13,18:07:49,waltalgg,joseluisito,1824,1834,0-1
Rated Bullet game,https://lichess.org/rRx9q5V8,2020.03.13,18:06:28,naserrazbin,waltalgg,1823,1830,1-0
Rated Bullet game,https://lichess.org/R1D0OWyT,2020.03.13,18:04:57,waltalgg,elmontron,1837,1767,0-1
Rated Bullet game,https://lichess.org/0mi05emd,2020.03.13,18:03:56,waltalgg,Go_Dawgs,1831,1808,1-0
Rated Bullet game,https://lichess.org/I8tD41yo,2020.03.13,18:02:30,KarateMike,waltalgg,1869,1836,1-0
Rated Bullet game,https://lichess.org/MILW65C7,2020.03.12,20:51:09,yarnamc,waltalgg,1858,1842,1-0
Rated Bullet game,https://lichess.org/omTMs1Ub,2020.03.12,20:49:20,waltalgg,nicolae83,1837,1768,1-0
Rated Bullet game,https://lichess.org/vQ7saCbg,2020.03.12,20:46:52,waltalgg,hophopx,1832,1778,1-0
Rated Bullet game,https://lichess.org/MtLxOGr7,2020.03.12,20:08:46,fairooz_fz,waltalgg,1869,1837,1-0
Rated Bullet game,https://lichess.org/L8jHYFuS,2020.03.12,20:06:55,Superstau,waltalgg,1782,1832,0-1
