Event,Site,Date,UTCTime,White,Black,WhiteElo,BlackElo,Result
Rated Rapid game,https://lichess.org/JeOW3pzX,2021.07.07,14:51:39,aisyahsy,Oliverw-w,1269,1260,0-1
Rated Rapid game,https://lichess.org/RIpHNQH5,2021.07.07,12:34:58,Oliverw-w,Batman0772,1270,1270,0-1
Rated Rapid game,https://lichess.org/4CSa9d9b,2021.07.07,11:20:04,Przemek_4_Gabi,Oliverw-w,1220,1260,0-1
Rated Rapid game,https://lichess.org/cmvdcJYY,2021.07.07,11:14:19,Oliverw-w,rollingXskull,1270,1297,0-1
Rated Rapid game,https://lichess.org/zwVWY7lG,2021.07.07,11:01:29,Oliverw-w,Alderwood,1258,1258,1-0
Rated Rapid game,https://lichess.org/Y9HflIT9,2021.07.07,10:41:54,Tazim05,Oliverw-w,1273,1269,1-0
Rated Rapid game,https://lichess.org/2jpJFqLG,2021.07.07,10:36:37,k1ng_abu,Oliverw-w,1160,1285,1-0
Rated Rapid game,https://lichess.org/2aOrGAMR,2021.07.07,10:29:38,Oliverw-w,bazeinga,1272,1279,1-0
Rated Rapid game,https://lichess.org/efkE00P7,2021.07.07,10:24:01,t1hasan,Oliverw-w,1316,1283,1-0
Rated Rapid game,https://lichess.org/5EblqFjX,2021.07.07,10:01:42,Oliverw-w,RadHimself,1283,1313,0-1
Rated Blitz game,https://lichess.org/5Sq1Ucyl,2021.07.07,08:52:02,Oliverw-w,AndreySal,1197,1173,1-0
Rated Blitz game,https://lichess.org/tfKkrS83,2021.07.06,10:18:52,MelihW,Oliverw-w,1201,1202,1-0
Rated Blitz game,https://lichess.org/uSt96uFx,2021.07.06,10:08:07,Oliverw-w,TuoPadre8,1208,1230,0-1
Rated Rapid game,https://lichess.org/fOeurpZV,2021.07.05,15:38:24,Oliverw-w,karen_adabi2013,1272,1205,1-0
Rated Rapid game,https://lichess.org/f7SqVZQ6,2021.07.05,15:24:25,danepf89,Oliverw-w,1316,1284,1-0
Rated Rapid game,https://lichess.org/CqCphXL5,2021.07.05,11:27:07,Nici307,Oliverw-w,1214,1271,0-1
Rated Blitz game,https://lichess.org/V39QCRe5,2021.07.05,11:19:22,FrankSiddhartha,Oliverw-w,1151,1203,0-1
Rated Rapid game,https://lichess.org/9ETJcQB7,2021.07.05,10:06:53,Oliverw-w,Lucas666x,1253,1304,1-0
Rated Blitz game,https://lichess.org/wdQfL7ET,2021.07.05,09:54:02,Oliverw-w,Psycholektor,1197,1195,1-0
Rated Blitz game,https://lichess.org/nD6EjTV7,2021.07.04,20:21:20,Maido85,Oliverw-w,1192,1191,0-1
Rated Blitz game,https://lichess.org/s5yAc1u9,2021.07.04,20:14:20,Pwnroady,Oliverw-w,1153,1185,0-1
Rated Blitz game,https://lichess.org/qVblkjSk,2021.07.04,09:37:17,Oliverw-w,Alkelane,1180,1207,1-0
Rated Blitz game,https://lichess.org/d9t0NeLZ,2021.07.03,20:31:37,Kuzmin_I,Oliverw-w,1217,1185,1-0
Rated Blitz game,https://lichess.org/OPxKvpR2,2021.07.03,20:20:26,Oliverw-w,divyesh_gopaliya,1191,1183,0-1
Rated Blitz game,https://lichess.org/zQYQ1mKM,2021.07.03,13:42:20,Oliverw-w,BlueLyon,1191,1198,1/2-1/2
Rated Blitz game,https://lichess.org/9vZhMQRL,2021.07.03,12:13:25,Johannes_H,Oliverw-w,1122,1186,0-1
Rated Blitz game,https://lichess.org/sCH3dZg4,2021.07.03,12:09:04,Oliverw-w,poerk88,1181,1134,1-0
Rated Blitz game,https://lichess.org/YfWtLbDk,2021.07.03,11:55:04,Matthiaspaul,Oliverw-w,1207,1175,0-1
Rated Blitz game,https://lichess.org/JakqCgMR,2021.07.02,19:36:39,Oliverw-w,tambirneo,1180,1214,0-1
Rated Blitz game,https://lichess.org/yzsUXhnZ,2021.07.02,19:26:34,juangui1221,Oliverw-w,1215,1185,1-0
Rated Blitz game,https://lichess.org/0kyH7GIK,2021.07.02,16:30:08,kartheekdvs,Oliverw-w,1172,1185,1/2-1/2
Rated Blitz game,https://lichess.org/oBiBrsAY,2021.07.02,13:40:28,Oliverw-w,astro_23,1180,1133,1-0
Rated Blitz game,https://lichess.org/mO39qa3a,2021.07.02,12:58:26,Oliverw-w,jolly_doomer,1175,1159,1-0
Rated Blitz game,https://lichess.org/Hh4VyYZd,2021.07.02,12:49:50,Oliverw-w,Mohammad_1382,1180,1209,0-1
Rated Blitz game,https://lichess.org/flJpK1R9,2021.07.01,12:45:04,lancelot692,Oliverw-w,1185,1186,1-0
Rated Blitz game,https://lichess.org/sQ0zIlgx,2021.07.01,11:27:31,IchithekillerI,Oliverw-w,1209,1191,1-0
Rated Blitz game,https://lichess.org/lqzky23Z,2021.07.01,09:43:57,Nongrum,Oliverw-w,1098,1187,0-1
Rated Blitz game,https://lichess.org/U9doMOqU,2021.07.01,09:30:07,Oliverw-w,bftvs,1192,1199,0-1
Rated Blitz game,https://lichess.org/0LlhheBm,2021.06.30,12:17:28,Oliverw-w,Sequoia_connectus,1185,1270,1-0
Rated Blitz game,https://lichess.org/XQkleJwt,2021.06.30,12:00:46,Oliverw-w,Konigsopfer,1180,1122,1-0
Casual Classical game,https://lichess.org/UAf3HNK1,2021.06.29,14:39:19,Oliverw-w,Sofochkkka,1500,1500,1-0
Casual Classical game,https://lichess.org/0j01KLjE,2021.06.29,12:32:40,Oliverw-w,Sofochkkka,1500,1500,1-0
Rated Blitz game,https://lichess.org/MZsDJahI,2021.06.29,12:17:33,Sidewinder1648,Oliverw-w,1292,1184,1-0
Rated Blitz game,https://lichess.org/uUJQFP4q,2021.06.28,17:36:40,TommyGun23,Oliverw-w,1197,1178,0-1
Rated Blitz game,https://lichess.org/64mRldoa,2021.06.28,17:00:35,Oliverw-w,CyrAlexis,1184,1164,0-1
Rated Blitz game,https://lichess.org/hwVGhurw,2021.06.28,15:48:23,HERCULESAB,Oliverw-w,1220,1189,1-0
Rated Blitz game,https://lichess.org/FrVduY25,2021.06.28,14:43:49,Oliverw-w,mrqeu,1184,1141,1-0
Rated Blitz game,https://lichess.org/eScdjSrF,2021.06.28,10:37:13,neuling1,Oliverw-w,1145,1178,0-1
Rated Blitz game,https://lichess.org/hSl0xPn7,2021.06.27,08:29:27,Oliverw-w,Gerrard1994,1173,1160,1-0
Rated Blitz game,https://lichess.org/M0uIyeY2,2021.06.27,07:13:14,Oldstoney93,Oliverw-w,1249,1165,0-1
Rated Blitz game,https://lichess.org/VZ64oo9l,2021.06.26,09:39:34,Oliverw-w,HalPilotte,1161,1063,1-0
Rated Blitz game,https://lichess.org/za67idUa,2021.06.26,08:29:47,MonoAfify87,Oliverw-w,1189,1154,0-1
Rated Blitz game,https://lichess.org/iWH7vUVD,2021.06.25,20:11:32,Oliverw-w,Wahubi,1148,1172,1-0
Rated Blitz game,https://lichess.org/G41VYOdZ,2021.06.25,17:34:32,Oliverw-w,PapaThicc,1142,1169,1-0
Rated Blitz game,https://lichess.org/fAxrb2h7,2021.06.25,13:23:14,Sayrene,Oliverw-w,1083,1137,0-1
Rated Blitz game,https://lichess.org/Vi9RvgO6,2021.06.25,11:49:58,xxsenpaixx,Oliverw-w,1015,1133,0-1
Rated Blitz game,https://lichess.org/GELN5cq9,2021.06.25,11:34:44,gtabHOMIEACID,Oliverw-w,1152,1138,1-0
Rated Blitz game,https://lichess.org/xNFsZhsU,2021.06.25,11:22:44,Oliverw-w,ChessKnight1222,1144,1132,0-1
Rated Blitz game,https://lichess.org/As4iA2OF,2021.06.24,21:50:44,Oliverw-w,DevastatingCritical,1144,1141,1/2-1/2
Rated Blitz game,https://lichess.org/lwcrzk4g,2021.06.24,21:26:14,Oliverw-w,Juicymember,1139,1107,1-0
Rated Blitz game,https://lichess.org/xr9Cn2On,2021.06.24,19:49:17,samra97,Oliverw-w,1128,1133,0-1
Rated Blitz game,https://lichess.org/sxgdnxYK,2021.06.24,19:38:38,JKaymer,Oliverw-w,1162,1127,0-1
Rated Blitz game,https://lichess.org/SCF3HhnO,2021.06.24,19:25:57,Kahlue,Oliverw-w,1075,1121,0-1
Rated Blitz game,https://lichess.org/gqznJjXE,2021.06.24,19:13:39,Oliverw-w,BADR7277,1116,1133,1-0
Rated Blitz game,https://lichess.org/htY2n2OS,2021.06.24,17:38:30,Oliverw-w,Pferdegabel,1111,1058,1-0
Rated Blitz game,https://lichess.org/1fSHCtZE,2021.06.24,17:29:35,supergaf,Oliverw-w,1087,1117,1-0
Rated Blitz game,https://lichess.org/QPHL2mvJ,2021.06.24,16:56:24,Oliverw-w,grandconjurer,1112,1062,1-0
Rated Blitz game,https://lichess.org/X2mqvRM0,2021.06.24,16:47:31,Animesh1_1,Oliverw-w,1126,1105,0-1
Rated Blitz game,https://lichess.org/S2HrkAfC,2021.06.24,15:14:18,Oliverw-w,rowkay12,1101,1028,1-0
Rated Blitz game,https://lichess.org/YCm9zq4r,2021.06.24,15:09:31,ErbEn_rico,Oliverw-w,1093,1101,1/2-1/2
Rated Blitz game,https://lichess.org/rgO1dJPx,2021.06.24,11:50:17,Oliverw-w,thegreenpiper,1107,1092,0-1
Rated Blitz game,https://lichess.org/FSs05tql,2021.06.24,11:39:39,Haschiboom,Oliverw-w,997,1114,1-0
Rated Blitz game,https://lichess.org/ajnH5eBj,2021.06.24,10:08:58,Oliverw-w,huunghiaelec,1119,1155,0-1
Rated Blitz game,https://lichess.org/RJ2GMtqB,2021.06.24,09:52:52,dimas_gembul,Oliverw-w,1074,1120,1/2-1/2
Rated Blitz game,https://lichess.org/yzDcfGvX,2021.06.23,19:55:49,kbreitsprecher,Oliverw-w,1167,1125,1-0
Rated Blitz game,https://lichess.org/8y2LdpDL,2021.06.23,19:47:27,Oliverw-w,Velayos,1129,1241,0-1
Rated Blitz game,https://lichess.org/0Dnzap61,2021.06.23,19:32:35,Ganfo,Oliverw-w,1118,1135,1-0
Rated Blitz game,https://lichess.org/BMthY9oP,2021.06.23,19:19:42,Oliverw-w,ZJBaum,1140,1178,0-1
Rated Blitz game,https://lichess.org/HLlErocd,2021.06.23,16:26:23,Feduch,Oliverw-w,1110,1135,0-1
Rated Blitz game,https://lichess.org/KcxAZ1fC,2021.06.23,14:45:37,Oliverw-w,midijoker,1128,1162,1-0
Rated Blitz game,https://lichess.org/Qg6SQWTj,2021.06.23,14:36:09,Oliverw-w,yamankadah,1134,1145,0-1
Rated Blitz game,https://lichess.org/vg5ztdqI,2021.06.23,14:25:55,tomi007,Oliverw-w,1179,1139,1-0
Rated Blitz game,https://lichess.org/bsqQLeuT,2021.06.23,14:19:23,Amoriii,Oliverw-w,1231,1143,1-0
Rated Blitz game,https://lichess.org/EsOIMYqb,2021.06.23,14:09:18,Oliverw-w,sleepsterryan,1143,1135,1/2-1/2
Rated Blitz game,https://lichess.org/LJ0DPSdz,2021.06.23,14:05:25,Oliverw-w,entangledSitki,1137,1169,1-0
Rated Blitz game,https://lichess.org/5ApptTE2,2021.06.23,13:00:52,casanis,Oliverw-w,1199,1142,1-0
Rated Blitz game,https://lichess.org/d9bAZfGR,2021.06.23,12:58:05,Oliverw-w,Salsubaihi,1137,1058,1-0
Rated Blitz game,https://lichess.org/ZS4z89vv,2021.06.23,12:46:41,sanitkumar71,Oliverw-w,1131,1143,1-0
Rated Blitz game,https://lichess.org/Sk4I0SLq,2021.06.23,12:20:58,Oliverw-w,jabbathenut,1148,1197,0-1
Rated Blitz game,https://lichess.org/Tjqla6yR,2021.06.23,12:11:23,suri94,Oliverw-w,1165,1153,1-0
Rated Blitz game,https://lichess.org/GCNk4GAL,2021.06.23,12:02:00,Oliverw-w,sajad_sadeghi,1160,1136,0-1
Rated Blitz game,https://lichess.org/sGlRD7Bp,2021.06.23,09:33:59,SpyyyDer,Oliverw-w,1157,1154,0-1
Rated Blitz game,https://lichess.org/F0yuE6H3,2021.06.23,09:23:26,Rupsipupsi,Oliverw-w,1183,1159,1-0
Casual Rapid game,https://lichess.org/RgUJC0gl,2021.06.22,17:04:18,Oliverw-w,ELENyy,1253,1553,1-0
Rated Blitz game,https://lichess.org/HPsQOSTl,2021.06.22,11:26:53,Oliverw-w,firstapple,1152,1206,1-0
Rated Blitz game,https://lichess.org/r7E5z5z7,2021.06.22,10:34:09,swetajain,Oliverw-w,1123,1147,0-1
Rated Blitz game,https://lichess.org/NQnUGDF8,2021.06.22,08:15:38,Oliverw-w,nilsroine51,1141,1121,1-0
Rated Blitz game,https://lichess.org/9ucgSA2W,2021.06.22,07:52:53,Elkaisar,Oliverw-w,1111,1136,0-1
Rated Blitz game,https://lichess.org/3Esefs9k,2021.06.21,21:00:12,Oliverw-w,ranarossa,1129,1182,1-0
Casual Blitz game,https://lichess.org/psniIh6S,2021.06.21,17:27:54,Sofochkkka,Oliverw-w,852,1129,0-1
Rated Blitz game,https://lichess.org/bhAafbwy,2021.06.21,14:41:10,Oliverw-w,Nosba,1121,1218,1-0
Rated Blitz game,https://lichess.org/iLuRN21f,2021.06.21,13:14:49,xarwell,Oliverw-w,1142,1115,0-1
Rated Blitz game,https://lichess.org/tzYytDsr,2021.06.21,13:04:42,Oliverw-w,gpastorelo,1120,1193,0-1
Rated Blitz game,https://lichess.org/kSiraVJY,2021.06.21,12:50:23,neoexpert,Oliverw-w,1147,1113,0-1
Rated Blitz game,https://lichess.org/QEWmppdl,2021.06.21,12:40:02,Cybsic,Oliverw-w,1054,1120,1-0
Rated Blitz game,https://lichess.org/1TBCEuOj,2021.06.21,12:30:19,Oliverw-w,AkimboLadd,1114,1104,1-0
Rated Blitz game,https://lichess.org/jde5gdOo,2021.06.21,09:12:29,Joegunah,Oliverw-w,1111,1114,1/2-1/2
Rated Blitz game,https://lichess.org/dQroeEu5,2021.06.21,09:00:03,Oliverw-w,AdnanBack,1118,1239,0-1
Rated Blitz game,https://lichess.org/ElU6DEzt,2021.06.21,08:51:34,Oliverw-w,Janiiboiii,1113,1032,1-0
Rated Blitz game,https://lichess.org/fPs3V4wL,2021.06.20,23:02:46,Amir_fts,Oliverw-w,1206,1118,1-0
Rated Blitz game,https://lichess.org/1ehHD7px,2021.06.20,22:48:10,Oliverw-w,SteveL76,1123,1115,0-1
Rated Blitz game,https://lichess.org/L4dCTl38,2021.06.20,22:45:34,Oldstoney93,Oliverw-w,1213,1116,0-1
Rated Blitz game,https://lichess.org/RadaISqP,2021.06.20,06:34:59,Oliverw-w,MateoMichel2006,1110,1081,1-0
Rated Blitz game,https://lichess.org/r29uwamz,2021.06.19,22:41:49,andres_nicolas,Oliverw-w,1119,1104,0-1
Rated Blitz game,https://lichess.org/GUo2sS1s,2021.06.19,22:31:57,igorbalak,Oliverw-w,1112,1110,1-0
Rated Blitz game,https://lichess.org/GZxsICR8,2021.06.19,22:09:51,Oliverw-w,Anvils,1115,1172,0-1
Rated Blitz game,https://lichess.org/XEzzGcxu,2021.06.19,22:04:43,Oliverw-w,olek23,1110,1072,1-0
Rated Blitz game,https://lichess.org/XkXoj8B4,2021.06.19,21:57:33,MrMartin1980,Oliverw-w,1043,1116,1-0
Rated Blitz game,https://lichess.org/5x3Z12gZ,2021.06.19,21:47:14,Oliverw-w,berkaypirlanta,1122,1110,0-1
Rated Blitz game,https://lichess.org/k2fRkN90,2021.06.19,14:55:00,zf939709000,Oliverw-w,1105,1128,1-0
Rated Blitz game,https://lichess.org/haXnXlxE,2021.06.19,14:38:33,Tank1366,Oliverw-w,1189,1133,1-0
Rated Blitz game,https://lichess.org/dN5VCAGw,2021.06.19,14:29:40,Oliverw-w,saintswordsman,1140,1079,0-1
Rated Blitz game,https://lichess.org/FF126aBg,2021.06.18,11:51:50,MarteusMax,Oliverw-w,1073,1135,0-1
Rated Blitz game,https://lichess.org/5YYHC7mj,2021.06.18,10:02:30,Oliverw-w,Ayham2,1129,1118,1-0
Rated Blitz game,https://lichess.org/7JVwHxWu,2021.06.18,09:51:17,Oliverw-w,Ksawery2020,1135,1137,0-1
Rated Blitz game,https://lichess.org/ss5V1aZW,2021.06.18,09:15:36,biggus_dikus,Oliverw-w,1088,1130,0-1
Rated Bullet game,https://lichess.org/LkJRsHqp,2021.06.16,23:21:20,TMacP,Oliverw-w,861,1016,0-1
Rated Bullet game,https://lichess.org/pRubmcej,2021.06.16,14:27:36,Oliverw-w,caj68,1009,1017,1-0
Rated Bullet game,https://lichess.org/YRn92Y44,2021.06.16,14:25:34,caj68,Oliverw-w,1023,1002,0-1
Rated Bullet game,https://lichess.org/QzWWb4Ty,2021.06.16,14:23:46,Oliverw-w,VelocityRaju,996,922,1-0
Rated Bullet game,https://lichess.org/tZfYXJDG,2021.06.16,14:21:48,dezmond25,Oliverw-w,996,1003,1-0
Rated Rapid game,https://lichess.org/4AB3z8lL,2021.06.16,12:39:38,Oliverw-w,wizard_check,1240,1236,1-0
Rated Rapid game,https://lichess.org/cEDhMlEs,2021.06.16,08:46:32,Oliverw-w,Mukhammad77,1225,1258,1-0
Rated Rapid game,https://lichess.org/yGnrZOWc,2021.06.16,08:43:59,Luda43,Oliverw-w,1181,1241,1-0
Rated Rapid game,https://lichess.org/kXGdz50i,2021.06.16,07:54:27,SaiDhaksh,Oliverw-w,1259,1254,1-0
Rated Rapid game,https://lichess.org/98zctpio,2021.06.16,07:36:15,Oliverw-w,Aphrodi_Ai,1267,1298,0-1
Rated Blitz game,https://lichess.org/DVKwQFiX,2021.06.16,00:35:28,Oliverw-w,ARMANDOCHESSSP,1125,1047,1-0
Rated Blitz game,https://lichess.org/uQQrJOqX,2021.06.15,23:34:45,AhmedHodaib,Oliverw-w,1101,1120,0-1
Rated Blitz game,https://lichess.org/zSSbzbTF,2021.06.15,23:19:55,TheUn-Castler,Oliverw-w,1144,1125,1-0
Rated Blitz game,https://lichess.org/227zpkWl,2021.06.15,23:13:09,Oliverw-w,delimem,1119,1117,1-0
Rated Blitz game,https://lichess.org/Sy62FDCu,2021.06.15,20:35:53,prateekkaushal27,Oliverw-w,1084,1114,0-1
Rated Blitz game,https://lichess.org/ljOnL5hB,2021.06.15,19:46:48,Oliverw-w,Pilarin56,1107,1150,1-0
Rated Blitz game,https://lichess.org/ULfvIwGF,2021.06.15,19:39:23,lftclck,Oliverw-w,1102,1101,0-1
Rated Blitz game,https://lichess.org/p1dvSuM3,2021.06.15,16:08:21,Oliverw-w,Frtbnc,1107,1126,0-1
Rated Blitz game,https://lichess.org/fTg30mrC,2021.06.15,16:05:49,DubiousDice00,Oliverw-w,1109,1100,0-1
Rated Blitz game,https://lichess.org/TrGRj40e,2021.06.14,21:38:13,eduardo59,Oliverw-w,1032,1096,0-1
Rated Blitz game,https://lichess.org/lerNliLE,2021.06.14,21:26:55,Oliverw-w,Daga2439,1101,1101,0-1
Rated Blitz game,https://lichess.org/eX2ZELPz,2021.06.14,19:12:23,Oliverw-w,F0RM1DABL3,1096,1068,1-0
Rated Blitz game,https://lichess.org/ulC4rjWr,2021.06.14,15:39:53,Oliverw-w,MohamedNasser24,1102,1054,0-1
Rated Blitz game,https://lichess.org/Eiz4vE0D,2021.06.13,19:51:40,thebadguyinthemovie,Oliverw-w,1171,1107,1-0
Rated Blitz game,https://lichess.org/1fnGCOqa,2021.06.13,19:41:53,Oliverw-w,Beri084,1101,1109,1-0
Rated Blitz game,https://lichess.org/yrltTHQE,2021.06.13,15:00:58,Oliverw-w,vantntz,1095,1103,1-0
Rated Blitz game,https://lichess.org/0DTmLOBI,2021.06.13,14:57:29,DPX_Silberlocke,Oliverw-w,1096,1089,0-1
Rated Blitz game,https://lichess.org/CAbp8dma,2021.06.13,13:47:13,zeljko23,Oliverw-w,1122,1083,0-1
Rated Blitz game,https://lichess.org/Skw5R102,2021.06.13,11:49:03,Oliverw-w,BerardKassis,1076,1105,1-0
Rated Blitz game,https://lichess.org/bu7xYUud,2021.06.13,11:36:09,Oliverw-w,OdeM88,1069,1173,1-0
Rated Blitz game,https://lichess.org/3THlf1sf,2021.06.12,23:15:12,Oliverw-w,tmiller11132,1062,1103,1-0
Rated Blitz game,https://lichess.org/mu25wp8C,2021.06.12,23:07:33,tmiller11132,Oliverw-w,1110,1055,0-1
Rated Blitz game,https://lichess.org/VNulnNi5,2021.06.12,22:55:11,namresian19,Oliverw-w,962,1051,0-1
Rated Blitz game,https://lichess.org/dLA8GuHN,2021.06.12,22:28:06,Oliverw-w,zabute,1050,1103,1/2-1/2
Rated Blitz game,https://lichess.org/JQ5IFiHM,2021.06.12,14:54:41,Oliverw-w,Gercan_0715,1044,1043,1-0
Rated Blitz game,https://lichess.org/pA3Nv0Zi,2021.06.12,14:51:35,TheoGB1,Oliverw-w,1096,1049,1-0
Rated Blitz game,https://lichess.org/2zNd4KT0,2021.06.12,14:38:48,Meikl_78,Oliverw-w,1046,1055,1-0
Rated Blitz game,https://lichess.org/Cin03q3B,2021.06.12,10:43:51,Shobika_2004,Oliverw-w,967,1051,0-1
Rated Blitz game,https://lichess.org/x55QlPyK,2021.06.11,09:43:30,Oliverw-w,sokol34,1056,1053,0-1
Casual Rapid game,https://lichess.org/sHtHgRv4,2021.06.11,09:33:47,ELENyy,Oliverw-w,1553,1267,1-0
Rated Bullet game,https://lichess.org/vDKsS8EE,2021.06.11,09:10:56,Oliverw-w,AdityaTheGamer2020,998,917,1-0
Rated Bullet game,https://lichess.org/QAwiz9fk,2021.06.11,08:56:20,Oliverw-w,Ikoc2323,992,969,1-0
Rated Blitz game,https://lichess.org/TxXSFu7I,2021.06.10,11:17:04,Chenny_K,Oliverw-w,1101,1062,1-0
Rated Blitz game,https://lichess.org/E2L0SoHL,2021.06.10,10:51:53,Oliverw-w,mrsTishell,1067,1069,0-1
Rated Blitz game,https://lichess.org/1QoLRMmz,2021.06.10,10:36:07,Chessking368,Oliverw-w,950,1063,0-1
Rated Blitz game,https://lichess.org/1YMCNK30,2021.06.10,10:18:55,R_Shetty1s,Oliverw-w,1027,1070,1-0
Rated Blitz game,https://lichess.org/cGnLhBk3,2021.06.10,08:46:35,Oliverw-w,Mohamed_Elwan,1066,946,1-0
Rated Blitz game,https://lichess.org/YJ0c6o5V,2021.06.09,21:33:59,spudguy,Oliverw-w,1182,1069,1-0
Rated Blitz game,https://lichess.org/b1xBpbw1,2021.06.09,20:21:13,Oliverw-w,RodyDuBerry,1065,1071,1-0
Rated Blitz game,https://lichess.org/3LKZK9yJ,2021.06.09,20:09:32,Oliverw-w,uribamburi,1059,1039,1-0
Rated Blitz game,https://lichess.org/KsvKllnN,2021.06.09,17:00:27,najibbenmimoun,Oliverw-w,1054,1065,1-0
Rated Blitz game,https://lichess.org/wzkh00TG,2021.06.08,23:03:26,LeyjohnW,Oliverw-w,1029,1060,0-1
Rated Blitz game,https://lichess.org/kwrQQKe9,2021.06.08,22:48:57,Oliverw-w,Mysterio420,1053,1123,1-0
Rated Blitz game,https://lichess.org/Y8J7QCh9,2021.06.08,21:10:36,Oliverw-w,shfdchess,1060,935,0-1
Rated Blitz game,https://lichess.org/TwmOx0qG,2021.06.08,21:00:04,MHD-1,Oliverw-w,1057,1066,1-0
Rated Blitz game,https://lichess.org/gYpTTNpS,2021.06.08,20:49:37,Oliverw-w,ak1g4t0r,1072,1053,0-1
Rated Blitz game,https://lichess.org/JFqrabY8,2021.06.08,20:39:21,Oliverw-w,anakro22,1078,1057,0-1
Rated Blitz game,https://lichess.org/jGrXqx81,2021.06.08,20:28:02,kuriaki99,Oliverw-w,1079,1083,1-0
Rated Blitz game,https://lichess.org/NgPmgxCl,2021.06.08,20:20:41,Oliverw-w,trabel11,1088,1131,0-1
Casual Rapid game,https://lichess.org/wxlAWmg6,2021.06.08,13:58:43,Oliverw-w,GoodBuyMyFriends,1267,1500,1-0
Casual Rapid game,https://lichess.org/nrJMfRRy,2021.06.08,13:49:50,Oliverw-w,GoodBuyMyFriends,1267,1500,1-0
Rated Blitz game,https://lichess.org/ohBrmKzF,2021.06.08,13:44:31,Oliverw-w,Mateyxd,1083,1054,1-0
Rated Blitz game,https://lichess.org/hwUZNfuT,2021.06.07,19:43:34,drbkdgn,Oliverw-w,1036,1078,0-1
Rated Blitz game,https://lichess.org/5GeEN2HY,2021.06.07,14:38:28,misos_35,Oliverw-w,1104,1083,1-0
Rated Blitz game,https://lichess.org/it27Xnz1,2021.06.07,14:33:14,Oliverw-w,Arildnyrud,1079,952,1-0
Rated Blitz game,https://lichess.org/EqFpHAgd,2021.06.06,22:12:05,Miguelito2007,Oliverw-w,1064,1074,0-1
Rated Blitz game,https://lichess.org/k5g7tSLE,2021.06.06,22:05:34,AKazra,Oliverw-w,950,1070,0-1
Rated Blitz game,https://lichess.org/CdZtimOC,2021.06.06,21:53:23,Oliverw-w,ansa1,1075,1082,0-1
Rated Blitz game,https://lichess.org/acfV6NCw,2021.06.06,18:53:44,AlexDeviD,Oliverw-w,1072,1069,0-1
Rated Blitz game,https://lichess.org/zNuI0JP9,2021.06.06,18:40:47,Oliverw-w,boulaalam-AB,1061,1156,1-0
Rated Blitz game,https://lichess.org/FYi43wHc,2021.06.05,22:46:45,musti4602,Oliverw-w,1056,1067,1-0
Rated Blitz game,https://lichess.org/f9WfFktp,2021.06.05,22:36:59,Oliverw-w,GuiPupa,1072,1137,0-1
Rated Blitz game,https://lichess.org/gSiIVyIA,2021.06.05,22:25:11,Buchi2002,Oliverw-w,1024,1067,0-1
Rated Blitz game,https://lichess.org/for9g1Zf,2021.06.05,15:07:50,Oliverw-w,Senza95,1073,1038,0-1
Rated Blitz game,https://lichess.org/03zl51T8,2021.06.05,14:41:35,Oliverw-w,candypants09,1069,933,1-0
Rated Blitz game,https://lichess.org/ZaZDTIOR,2021.06.05,14:27:21,Chesspirate91,Oliverw-w,1087,1075,1-0
Rated Blitz game,https://lichess.org/t6uT432P,2021.06.05,12:43:43,Oliverw-w,Geinge,1069,1072,1-0
Rated Blitz game,https://lichess.org/WGPQChXr,2021.06.05,12:34:23,Oliverw-w,loupravie,1062,1121,1-0
Rated Blitz game,https://lichess.org/rg7JhhG8,2021.06.05,07:41:46,MtthsE,Oliverw-w,1030,1057,0-1
Rated Blitz game,https://lichess.org/463BdlTz,2021.06.05,07:35:57,Siddarth150,Oliverw-w,1006,1051,0-1
Rated Blitz game,https://lichess.org/DhOm60Kj,2021.06.05,07:22:33,Oliverw-w,Konjay,1044,1125,1-0
Casual Blitz game,https://lichess.org/WDIj7zvM,2021.06.05,06:57:37,Oliverw-w,Sofochkkka,1044,851,1-0
Casual Blitz game,https://lichess.org/t5jxIIVx,2021.06.05,06:48:27,Sofochkkka,Oliverw-w,851,1044,0-1
Rated Blitz game,https://lichess.org/7fnAKmpA,2021.06.04,18:42:47,ThHerzig,Oliverw-w,970,1051,1-0
Rated Blitz game,https://lichess.org/uejz3rWf,2021.06.04,18:37:17,kate_11,Oliverw-w,1091,1057,1-0
Rated Blitz game,https://lichess.org/EisOzPqV,2021.06.04,18:26:55,Oliverw-w,JAS7703,1063,1061,0-1
Rated Blitz game,https://lichess.org/o441jeSk,2021.06.04,18:22:37,Oliverw-w,AmrR,1068,1148,0-1
Rated Blitz game,https://lichess.org/JccGfL0I,2021.06.04,17:31:02,ojuliosouza,Oliverw-w,1066,1068,1/2-1/2
Rated Blitz game,https://lichess.org/QvcNDJ0t,2021.06.04,17:17:49,Oladzzz,Oliverw-w,1040,1075,1-0
Rated Blitz game,https://lichess.org/1eVS3E5F,2021.06.04,17:12:15,Oliverw-w,shantyburger,1068,1080,1-0
Casual Blitz game,https://lichess.org/hKoB8em7,2021.06.04,14:16:37,Oliverw-w,Sofochkkka,1068,853,1-0
Rated Bullet game,https://lichess.org/5sdtgbvD,2021.06.04,00:07:03,Oliverw-w,PrinceB18,998,997,0-1
Rated Bullet game,https://lichess.org/PyXc7OZa,2021.06.04,00:06:08,PrinceB18,Oliverw-w,991,1003,1-0
