Event,Site,Date,Round,White,Black,Result
Rated Bullet game,https://lichess.org/fqkASKiN,2020.08.23,?,ricardodarocha,waltalgg,1-0
Rated Bullet game,https://lichess.org/bQFVVf6d,2020.08.23,?,waltalgg,mamuking65,1-0
Rated Bullet game,https://lichess.org/XTMoLqIV,2020.08.23,?,milton2086,waltalgg,1/2-1/2
Rated Bullet game,https://lichess.org/vubg7V6P,2020.08.23,?,waltalgg,zbozic,1-0
Rated Bullet game,https://lichess.org/fl8eJ1lh,2020.08.21,?,siyah_at,waltalgg,1-0
Rated Bullet game,https://lichess.org/9GVBXBfO,2020.08.21,?,BiGliFe,waltalgg,1-0
Rated Bullet game,https://lichess.org/5eNG1ZHL,2020.08.21,?,waltalgg,cookiebot,0-1
Rated Bullet game,https://lichess.org/nLXVGwVL,2020.08.21,?,pfouf8888,waltalgg,1-0
Rated Bullet game,https://lichess.org/XENcr7Hj,2020.08.21,?,waltalgg,SERGIOWPG,1-0
Rated Bullet game,https://lichess.org/qvUfCpWM,2020.08.21,?,waltalgg,Kurty11,0-1
Rated Bullet game,https://lichess.org/dxXFeF4k,2020.08.20,?,reza_rk,waltalgg,0-1
Rated Bullet game,https://lichess.org/0Jii5a5z,2020.08.19,?,xene0,waltalgg,1-0
Rated Bullet game,https://lichess.org/50iDf3BH,2020.08.19,?,waltalgg,ricsan1970,1-0
Rated Bullet game,https://lichess.org/3HV4a3l3,2020.08.19,?,ostrac54,waltalgg,0-1
Rated Bullet game,https://lichess.org/AkKfGmxs,2020.08.19,?,waltalgg,Pitcher_Tenoso1977,0-1
Rated Bullet game,https://lichess.org/wvwCpUbb,2020.08.19,?,waltalgg,dtmkmtm,1/2-1/2
Rated Bullet game,https://lichess.org/ipFxaS3E,2020.08.19,?,gastar,waltalgg,0-1
Rated Bullet game,https://lichess.org/XivgxAZ6,2020.08.19,?,iThinkChessIsLame,waltalgg,1-0
Rated Bullet game,https://lichess.org/uzWe2Nvi,2020.08.19,?,waltalgg,sacakli1,0-1
Rated Bullet game,https://lichess.org/87ooPcGO,2020.08.19,?,somarfarias,waltalgg,1-0
Rated Bullet game,https://lichess.org/UgAb2NTf,2020.08.19,?,femiabiola,waltalgg,1/2-1/2
Rated Bullet game,https://lichess.org/irSklpoO,2020.08.19,?,waltalgg,vadimon4ik,1-0
Rated Bullet game,https://lichess.org/Ne6B4ZkN,2020.08.19,?,waltalgg,Supini,1-0
Rated Bullet game,https://lichess.org/t1DdUpgN,2020.08.19,?,DancingD,waltalgg,0-1
Rated Bullet game,https://lichess.org/ilvAEYhL,2020.08.19,?,waltalgg,DancingD,1-0
Rated Bullet game,https://lichess.org/1lMqPOSL,2020.08.19,?,DancingD,waltalgg,0-1
Rated Bullet game,https://lichess.org/iQQxJpNc,2020.08.19,?,waltalgg,DancingD,1-0
Rated Bullet game,https://lichess.org/RH8xcDS7,2020.08.19,?,syhbyz,waltalgg,0-1
Rated Bullet game,https://lichess.org/MdsXsTlN,2020.08.19,?,robertomoledor87,waltalgg,1-0
Rated Bullet game,https://lichess.org/ifUcwqZ7,2020.08.19,?,waltalgg,Given22,0-1
Rated Bullet game,https://lichess.org/HLJ5GrPb,2020.08.19,?,jolanissa,waltalgg,1-0
Rated Bullet game,https://lichess.org/Gex73jHE,2020.08.19,?,waltalgg,majamota,0-1
Rated Bullet game,https://lichess.org/FkyrSqwF,2020.08.18,?,mattykayallday,waltalgg,0-1
Rated Bullet game,https://lichess.org/P4MrFpN6,2020.08.18,?,Abiogenesis,waltalgg,1-0
Rated Bullet game,https://lichess.org/M9LgG25y,2020.08.18,?,waltalgg,Tahmoures0sam1,1/2-1/2
Rated Bullet game,https://lichess.org/GsUR4aE5,2020.08.18,?,waltalgg,harishmagraiya,1-0
Rated Blitz game,https://lichess.org/nf50Tl98,2020.08.18,?,waltalgg,bug1732,1-0
Rated Blitz game,https://lichess.org/r11qu3cM,2020.08.18,?,Tursunbek,waltalgg,0-1
Rated Blitz game,https://lichess.org/XttmOuW5,2020.08.18,?,AlexMashok,waltalgg,0-1
Rated Bullet game,https://lichess.org/lEZm29hF,2020.08.17,?,unomasporfa,waltalgg,1-0
Rated Bullet game,https://lichess.org/OlYQR7d7,2020.08.17,?,waltalgg,awab833,1-0
Rated Bullet game,https://lichess.org/WdxB2ryB,2020.08.17,?,Niyaz8,waltalgg,1-0
Rated Bullet game,https://lichess.org/eiRg1Ilu,2020.08.17,?,waltalgg,jujujujuju78,1-0
Rated Bullet game,https://lichess.org/iap7nROG,2020.08.17,?,PlayingAmateurishly,waltalgg,0-1
Rated Bullet game,https://lichess.org/DrreAkIj,2020.08.17,?,waltalgg,berrakov12,1-0
Rated Bullet game,https://lichess.org/zEGVntRt,2020.08.17,?,waltalgg,SoberSince2016,1-0
Rated Bullet game,https://lichess.org/ELuuTfUb,2020.08.17,?,Fsaber,waltalgg,1-0
Rated Bullet game,https://lichess.org/aYCFqiu0,2020.08.17,?,waltalgg,Errdem,1-0
Rated Bullet game,https://lichess.org/Y2J9MlE9,2020.08.17,?,fernando1000,waltalgg,1-0
Rated Bullet game,https://lichess.org/Z5VaZCqB,2020.08.17,?,raskolniblov,waltalgg,0-1
Rated Bullet game,https://lichess.org/4K1hJ9KE,2020.08.17,?,waltalgg,boardman,1-0
Rated Bullet game,https://lichess.org/xlmEar7d,2020.08.17,?,faki79,waltalgg,1-0
Rated Bullet game,https://lichess.org/MzlZ6DgI,2020.08.17,?,RLCuwu,waltalgg,1-0
Rated Bullet game,https://lichess.org/L0ErYCfo,2020.08.17,?,waltalgg,remarintia,0-1
Rated Bullet game,https://lichess.org/ie9SJZms,2020.08.17,?,hakikat_2,waltalgg,0-1
Rated Bullet game,https://lichess.org/AgldHfKT,2020.08.17,?,banaitaatet1,waltalgg,1-0
Rated Bullet game,https://lichess.org/HlqzoQn1,2020.08.17,?,waltalgg,ich0412,0-1
Rated Bullet game,https://lichess.org/NerViGyw,2020.08.17,?,waltalgg,chessveda,1-0
Rated Bullet game,https://lichess.org/qbJ2gZwf,2020.08.17,?,waltalgg,mak2205,0-1
Rated Bullet game,https://lichess.org/VG2GxGtF,2020.08.17,?,tmash,waltalgg,1-0
Rated Bullet game,https://lichess.org/hhG6ERgY,2020.08.17,?,MLJS,waltalgg,0-1
Rated Bullet game,https://lichess.org/hqGxHJyd,2020.08.17,?,Ant107,waltalgg,0-1
Rated Bullet game,https://lichess.org/3aQwVMv5,2020.08.17,?,waltalgg,Guru0213,1-0
Rated Bullet game,https://lichess.org/vyNj895v,2020.08.17,?,jsmataro,waltalgg,1-0
Rated Bullet game,https://lichess.org/5SJvcXuM,2020.08.17,?,waltalgg,slavik00,1/2-1/2
Rated Bullet game,https://lichess.org/jfScPwvS,2020.08.17,?,rudeboi,waltalgg,0-1
Rated Bullet game,https://lichess.org/Y7adqnk6,2020.08.17,?,waltalgg,hunter37,1-0
Rated Bullet game,https://lichess.org/uxv5yhWE,2020.08.17,?,ich0412,waltalgg,1-0
Rated Bullet game,https://lichess.org/dvkdBRtb,2020.08.16,?,waltalgg,Blueesoon,0-1
Rated Bullet game,https://lichess.org/QM0zK9HZ,2020.08.16,?,caballodepaso,waltalgg,1-0
Rated Bullet game,https://lichess.org/VZefPJJJ,2020.08.16,?,waltalgg,austinmoet,1-0
Rated Bullet game,https://lichess.org/777Ph1Jy,2020.08.16,?,mido35,waltalgg,0-1
Rated Bullet game,https://lichess.org/Zdcpgkwx,2020.08.16,?,waltalgg,CAPAROJA50,0-1
Rated Bullet game,https://lichess.org/Me9XOBf8,2020.08.16,?,wanderazmind,waltalgg,1-0
Rated Bullet game,https://lichess.org/ng0isL62,2020.08.16,?,waltalgg,leniwiec55,0-1
Rated Bullet game,https://lichess.org/WqdcAR7J,2020.08.16,?,Ariogermano,waltalgg,0-1
Rated Bullet game,https://lichess.org/WhfcOMn3,2020.08.16,?,waltalgg,Chandru_99,1-0
Rated Bullet game,https://lichess.org/VJeXPTzy,2020.08.16,?,hayalolsamm,waltalgg,1/2-1/2
Rated Bullet game,https://lichess.org/pdwobH1P,2020.08.16,?,Fil42,waltalgg,0-1
Rated Bullet game,https://lichess.org/porETWTA,2020.08.16,?,waltalgg,SatchellPaige,0-1
Rated Bullet game,https://lichess.org/7pXX56Dp,2020.08.16,?,waltalgg,vasko98,1-0
Rated Bullet game,https://lichess.org/ovsOmpoo,2020.08.16,?,Fluque,waltalgg,0-1
Rated Bullet game,https://lichess.org/v4cAyb5F,2020.08.16,?,waltalgg,rotamA,1-0
Rated Bullet game,https://lichess.org/xbl09mjG,2020.08.16,?,waltalgg,Herold_99King,0-1
Rated Bullet game,https://lichess.org/tXVrg2NE,2020.08.16,?,Sultan3000,waltalgg,1-0
Rated Bullet game,https://lichess.org/g97Msr7i,2020.08.16,?,donpallets,waltalgg,0-1
Rated Bullet game,https://lichess.org/3aWCv7Hv,2020.08.16,?,waltalgg,jdscranton,1-0
Rated Bullet game,https://lichess.org/hILIUfSP,2020.08.16,?,HartStage,waltalgg,1/2-1/2
Rated Bullet game,https://lichess.org/lrVBntLV,2020.08.16,?,waltalgg,Atillaaaa,1-0
Rated Bullet game,https://lichess.org/ffaElKid,2020.08.16,?,waltalgg,leniwiec55,1-0
Rated Bullet game,https://lichess.org/UbFd2zAn,2020.08.16,?,mzksarikaya,waltalgg,0-1
Rated Bullet game,https://lichess.org/RDyo56rj,2020.08.16,?,dolphins_bulls,waltalgg,1-0
Rated Bullet game,https://lichess.org/kTPkaeqq,2020.08.16,?,waltalgg,gabuydvardik,0-1
Rated Bullet game,https://lichess.org/58dMrHp1,2020.08.16,?,waltalgg,omid_noori,0-1
Rated Bullet game,https://lichess.org/0wfI8rw2,2020.08.16,?,waltalgg,ertugrulkutuk,1-0
Rated Bullet game,https://lichess.org/RnkrJejK,2020.08.15,?,waltalgg,blundersoarus,0-1
Rated Bullet game,https://lichess.org/BfdxV9mK,2020.08.15,?,GarryKapivarov,waltalgg,1-0
Rated Bullet game,https://lichess.org/RwuHBlb8,2020.08.15,?,LVrocky,waltalgg,1-0
Rated Bullet game,https://lichess.org/EV6S6iSu,2020.08.15,?,jehadsarmini,waltalgg,0-1
Rated Bullet game,https://lichess.org/OHQbChb5,2020.08.14,?,waltalgg,xdavide,0-1
Rated Bullet game,https://lichess.org/izc4obFN,2020.08.14,?,N3tto_28,waltalgg,1-0
Rated Bullet game,https://lichess.org/1aACTnri,2020.08.14,?,waltalgg,klimof63,1-0
Rated Bullet game,https://lichess.org/9Hnzftif,2020.08.14,?,MindSpaceX,waltalgg,1-0
Rated Bullet game,https://lichess.org/1baplZiy,2020.08.14,?,waltalgg,Dynym,1-0
Rated Bullet game,https://lichess.org/nykpaZfs,2020.08.14,?,Fuili,waltalgg,0-1
Rated Bullet game,https://lichess.org/HMo54cGJ,2020.08.14,?,waltalgg,banditcleaner,1/2-1/2
Rated Bullet game,https://lichess.org/sK1Weikc,2020.08.14,?,waltalgg,splass,1/2-1/2
Rated Bullet game,https://lichess.org/w2qoIv4o,2020.08.14,?,uchastok999,waltalgg,1-0
Rated Bullet game,https://lichess.org/QGw9kX1t,2020.08.14,?,waltalgg,janmskak64,1-0
Rated Bullet game,https://lichess.org/G1N49GWY,2020.08.14,?,Garcee,waltalgg,1-0
Rated Bullet game,https://lichess.org/VYgnUCBP,2020.08.14,?,CharlesGrodin,waltalgg,1-0
Rated Bullet game,https://lichess.org/WCrTHfWG,2020.08.14,?,IluvatarEru,waltalgg,0-1
Rated Bullet game,https://lichess.org/gL6SJAjS,2020.08.14,?,waltalgg,JunMaceren,1-0
Rated Bullet game,https://lichess.org/2YDghwgM,2020.08.14,?,waltalgg,blunderPT,0-1
Rated Bullet game,https://lichess.org/xqxxdm9m,2020.08.14,?,Slyomatz,waltalgg,1-0
Rated Bullet game,https://lichess.org/sW1jIgeS,2020.08.14,?,Andeep007,waltalgg,0-1
Rated Bullet game,https://lichess.org/EWr3OTsq,2020.08.14,?,waltalgg,va-chier,1-0
Rated Bullet game,https://lichess.org/b9TCLUPF,2020.08.14,?,Qismailak,waltalgg,0-1
Rated Bullet game,https://lichess.org/ORiXuxY0,2020.08.14,?,waltalgg,va-chier,0-1
Rated Bullet game,https://lichess.org/QDoiFYzi,2020.08.14,?,Soulwinner,waltalgg,1-0
Rated Bullet game,https://lichess.org/E2okC8uS,2020.08.14,?,waltalgg,Mamals,0-1
Rated Bullet game,https://lichess.org/caNI9blG,2020.08.14,?,Orlah,waltalgg,1-0
Rated Bullet game,https://lichess.org/eLg2RjOn,2020.08.14,?,waltalgg,scarsiss,1-0
Rated Bullet game,https://lichess.org/S3BzXx27,2020.08.14,?,Maslyanko_Yuriy,waltalgg,1-0
Rated Bullet game,https://lichess.org/TDmuCCGj,2020.08.14,?,scarsiss,waltalgg,1-0
Rated Bullet game,https://lichess.org/wybvwxl1,2020.08.14,?,waltalgg,Vellep1e,0-1
Rated Bullet game,https://lichess.org/Lo43J65V,2020.08.14,?,waltalgg,Adamjw,1-0
Rated Bullet game,https://lichess.org/c4KQhpcY,2020.08.14,?,waltalgg,AlanWGP,0-1
Rated Bullet game,https://lichess.org/TkFpOw1C,2020.08.14,?,KavukMehmet1,waltalgg,1-0
Rated Bullet game,https://lichess.org/IAJAYRxH,2020.08.14,?,Antivirus2,waltalgg,0-1
Rated Bullet game,https://lichess.org/zlHvIgWN,2020.08.14,?,BugMashine,waltalgg,0-1
Rated Bullet game,https://lichess.org/SPHeJPva,2020.08.14,?,waltalgg,blunderPT,0-1
Rated Bullet game,https://lichess.org/VxYis9th,2020.08.14,?,waltalgg,MagnoliaChess,0-1
Rated Bullet game,https://lichess.org/bxGJLT7O,2020.08.14,?,Kanunsuzlar,waltalgg,1-0
Rated Bullet game,https://lichess.org/3wvcqDp5,2020.08.14,?,waltalgg,tolanbus,1-0
Rated Bullet game,https://lichess.org/YrffXMyC,2020.08.14,?,waltalgg,SANGJUARA1,1-0
Rated Bullet game,https://lichess.org/3T6isQP4,2020.08.14,?,azons,waltalgg,0-1
Rated Bullet game,https://lichess.org/HS7wr23x,2020.08.14,?,Vellep1e,waltalgg,1-0
Rated Bullet game,https://lichess.org/DTpmgzi2,2020.08.14,?,waltalgg,OmpTTTeom,1-0
Rated Bullet game,https://lichess.org/hwfjmQgb,2020.08.14,?,remorker,waltalgg,1-0
Rated Bullet game,https://lichess.org/hlw1PURQ,2020.08.14,?,waltalgg,mostafamarzouk,0-1
Rated Bullet game,https://lichess.org/SNN3KKNL,2020.08.14,?,sereda12345,waltalgg,0-1
Rated Bullet game,https://lichess.org/VHVAu8BF,2020.08.14,?,waltalgg,Knights_Attack,1/2-1/2
Rated Bullet game,https://lichess.org/j6VJEJKL,2020.08.14,?,waltalgg,gauthier37,1/2-1/2
Rated Bullet game,https://lichess.org/UkvWRW1U,2020.08.14,?,Unomasuno,waltalgg,1-0
Rated Bullet game,https://lichess.org/QqfWsFf4,2020.08.14,?,waltalgg,HolomorphicShawn,1-0
Rated Bullet game,https://lichess.org/Uf4XSDVw,2020.08.14,?,whoanilpandey,waltalgg,0-1
Rated Bullet game,https://lichess.org/saqnFZYh,2020.08.14,?,BaSer84,waltalgg,1-0
Rated Bullet game,https://lichess.org/bojGzXRh,2020.08.14,?,gagi92,waltalgg,1-0
Rated Bullet game,https://lichess.org/C2mGg64o,2020.08.14,?,waltalgg,nomadexpert,0-1
Rated Bullet game,https://lichess.org/pw26PU7e,2020.08.14,?,gay_dude,waltalgg,1-0
Rated Bullet game,https://lichess.org/xAFTBhT8,2020.08.14,?,waltalgg,I_N_X_S,1-0
Rated Bullet game,https://lichess.org/wywX1Mgw,2020.08.14,?,waltalgg,Alojzijus,1-0
Rated Bullet game,https://lichess.org/Z7LMHJXi,2020.08.14,?,waltalgg,Peteneras,1/2-1/2
Rated Bullet game,https://lichess.org/jXl1a5T2,2020.08.14,?,azons,waltalgg,1-0
Rated Bullet game,https://lichess.org/uw0f4fxx,2020.08.14,?,waltalgg,I_N_X_S,0-1
Rated Bullet game,https://lichess.org/aoUEqry8,2020.08.14,?,waltalgg,QuadirLateef,0-1
Rated Bullet game,https://lichess.org/6aKT6crm,2020.08.14,?,lebab,waltalgg,1-0
Rated Bullet game,https://lichess.org/bfUVPr1p,2020.08.14,?,omeraydinoglu,waltalgg,0-1
Rated Bullet game,https://lichess.org/8cPiw2Yp,2020.08.14,?,MindControl2200,waltalgg,1/2-1/2
Rated Bullet game,https://lichess.org/gno5i5Nw,2020.08.14,?,waltalgg,nomadexpert,0-1
Rated Bullet game,https://lichess.org/VoOz5BfI,2020.08.13,?,Kajuru2022,waltalgg,1-0
Rated Bullet game,https://lichess.org/2g8atIiJ,2020.08.13,?,abidemytime,waltalgg,1-0
Rated Bullet game,https://lichess.org/pxL3Ig2Q,2020.08.13,?,waltalgg,raskalnikov72,1-0
Rated Bullet game,https://lichess.org/nPqirlqd,2020.08.13,?,waltalgg,boardman,1-0
Rated Bullet game,https://lichess.org/FZKlHoBK,2020.08.13,?,You_Los,waltalgg,1-0
Rated Bullet game,https://lichess.org/k3BjKJVH,2020.08.13,?,waltalgg,salehsquared,1/2-1/2
Rated Bullet game,https://lichess.org/c9kKLUMu,2020.08.13,?,Xarun000,waltalgg,0-1
Rated Bullet game,https://lichess.org/gsak8Ye9,2020.08.13,?,Roger_Federer1981,waltalgg,0-1
Rated Bullet game,https://lichess.org/hmltSgmi,2020.08.13,?,waltalgg,Neghittoso,0-1
Rated Bullet game,https://lichess.org/0AmbpgYG,2020.08.13,?,euderlevi,waltalgg,1-0
Rated Bullet game,https://lichess.org/KkFfOw74,2020.08.13,?,waltalgg,Rodelio,1-0
Rated Bullet game,https://lichess.org/XiQLBRYy,2020.08.13,?,flying_rum,waltalgg,0-1
Rated Bullet game,https://lichess.org/T2gfAz99,2020.08.13,?,waltalgg,Giacoletto_Cl,1-0
Rated Bullet game,https://lichess.org/8U6GVhAU,2020.08.13,?,waltalgg,kreshnik21,0-1
Rated Bullet game,https://lichess.org/pSyqaOAN,2020.08.13,?,waltalgg,Kanunsuzlar,1-0
Rated Bullet game,https://lichess.org/Z3nqW9d3,2020.08.13,?,demolisher999,waltalgg,1-0
Rated Bullet game,https://lichess.org/7EHupcNY,2020.08.13,?,ricsan1970,waltalgg,1-0
Rated Bullet game,https://lichess.org/wRJCwSaM,2020.08.13,?,waltalgg,slavendoor,0-1
Rated Bullet game,https://lichess.org/FHfMFWMb,2020.08.13,?,RogerFedererFTW,waltalgg,1-0
Rated Bullet game,https://lichess.org/PQs5YQbj,2020.08.13,?,waltalgg,MauroMF,1-0
Rated Bullet game,https://lichess.org/0gD4PomW,2020.08.13,?,dr_militia,waltalgg,1-0
Rated Bullet game,https://lichess.org/ngcTMjxw,2020.08.13,?,aramyardimci,waltalgg,0-1
Rated Bullet game,https://lichess.org/ZzHB8yVo,2020.08.13,?,waltalgg,flying_rum,1-0
Rated Bullet game,https://lichess.org/6KTxq5F0,2020.08.13,?,waltalgg,AnDGooglovich,1-0
Rated Bullet game,https://lichess.org/6r1fn2X2,2020.08.13,?,Alex87UZ,waltalgg,0-1
Rated Bullet game,https://lichess.org/DfwOxVrE,2020.08.13,?,Domino95,waltalgg,1-0
Rated Bullet game,https://lichess.org/gpX6rMXg,2020.08.13,?,waltalgg,peru12345,0-1
Rated Bullet game,https://lichess.org/E6B3wBqA,2020.08.13,?,waltalgg,gabncls,0-1
Rated Bullet game,https://lichess.org/qEeYOukF,2020.08.13,?,waltalgg,Soulwinner,1-0
Rated Bullet game,https://lichess.org/rewFa3AH,2020.08.13,?,TinyikoKingSlayer,waltalgg,1-0
Rated Bullet game,https://lichess.org/SuOTnnlA,2020.08.13,?,MSOGG,waltalgg,0-1
Rated Bullet game,https://lichess.org/E8NjADzm,2020.08.13,?,yey1,waltalgg,0-1
Rated Bullet game,https://lichess.org/lJp4a4D5,2020.08.13,?,waltalgg,PolynER,1-0
Rated Bullet game,https://lichess.org/VImn6seg,2020.08.13,?,ganeshraja,waltalgg,1-0
Rated Bullet game,https://lichess.org/wo2w4pZg,2020.08.13,?,waltalgg,bachgenius,0-1
Rated Bullet game,https://lichess.org/HK0kCTuB,2020.08.13,?,Humbertus411,waltalgg,0-1
Rated Bullet game,https://lichess.org/5z5QbxCA,2020.08.13,?,MauroMF,waltalgg,1-0
Rated Bullet game,https://lichess.org/9ZwjqQw2,2020.08.13,?,waltalgg,pianoedrez,1-0
Rated Bullet game,https://lichess.org/Qwin4JUR,2020.08.13,?,waltalgg,gopendra2207,1-0
Rated Bullet game,https://lichess.org/SxXYZGUv,2020.08.13,?,Ahmedhamed1,waltalgg,1-0
Rated Bullet game,https://lichess.org/LM6ceAov,2020.08.13,?,waltalgg,tabatabaee1360,1-0
Rated Bullet game,https://lichess.org/X0xcyOrn,2020.08.13,?,Alexander19991,waltalgg,0-1
Rated Bullet game,https://lichess.org/mJdQx82o,2020.08.13,?,waltalgg,Mishka_11,0-1
Rated Bullet game,https://lichess.org/OD6xRCsI,2020.08.13,?,waltalgg,tofany,1-0
Rated Bullet game,https://lichess.org/EukkdQ9t,2020.08.13,?,RushMolotov,waltalgg,0-1
Rated Bullet game,https://lichess.org/VYOdXvDJ,2020.08.13,?,Korcnoj,waltalgg,0-1
Rated Bullet game,https://lichess.org/foi7ru21,2020.08.13,?,waltalgg,Yagr,0-1
Rated Bullet game,https://lichess.org/cVVer597,2020.08.13,?,Bullet_Hero,waltalgg,0-1
Rated Blitz game,https://lichess.org/2jcn3l4s,2020.08.13,?,waltalgg,ndrianamix,0-1
Rated Blitz game,https://lichess.org/mkFsP68U,2020.08.13,?,Sujeeve,waltalgg,0-1
Rated Bullet game,https://lichess.org/9GVaNFi9,2020.08.13,?,backprop7,waltalgg,1-0
Rated Bullet game,https://lichess.org/bYeu3wMF,2020.08.13,?,waltalgg,sahrac,0-1
Rated Bullet game,https://lichess.org/9bEeUZv4,2020.08.13,?,waltalgg,Ranierilopes,0-1
Rated Bullet game,https://lichess.org/n3QZQrfq,2020.08.12,?,faronu2019,waltalgg,1-0
Rated Bullet game,https://lichess.org/I8WBvmvb,2020.08.12,?,CAPAROJA50,waltalgg,0-1
Rated Bullet game,https://lichess.org/txiMPtTg,2020.08.12,?,waltalgg,Antivirus2,0-1
Rated Bullet game,https://lichess.org/WwAlhzb4,2020.08.12,?,waltalgg,josi_e4,1-0
Rated Bullet game,https://lichess.org/RKSCNZXX,2020.08.12,?,waltalgg,arnab0904,1-0
Rated Bullet game,https://lichess.org/5HpQzMF4,2020.08.12,?,waltalgg,cashman86,0-1
Rated Bullet game,https://lichess.org/LX1kNXgl,2020.08.12,?,jiznelub,waltalgg,1-0
Rated Bullet game,https://lichess.org/JI3U3fzj,2020.08.12,?,MoStar,waltalgg,1-0
Rated Bullet game,https://lichess.org/4G9RZI5u,2020.08.12,?,hilalavsar,waltalgg,1-0
Rated Bullet game,https://lichess.org/G6qjzt7b,2020.08.12,?,waltalgg,RushMolotov,0-1
Rated Bullet game,https://lichess.org/sXpXEvL8,2020.08.12,?,waltalgg,Paris-Maks,0-1
Rated Bullet game,https://lichess.org/CjAcpJSW,2020.08.12,?,Paris-Maks,waltalgg,1-0
Rated Bullet game,https://lichess.org/nSo8rVgg,2020.08.12,?,waltalgg,Buckos73,1-0
Rated Bullet game,https://lichess.org/b9ke9YDp,2020.08.12,?,waltalgg,Mohamadseda,1-0
Rated Bullet game,https://lichess.org/yDtixVac,2020.08.12,?,ojitos,waltalgg,0-1
Rated Bullet game,https://lichess.org/nLdGWbuP,2020.08.12,?,waltalgg,hakikat_2,1-0
Rated Bullet game,https://lichess.org/hTonWpOf,2020.08.12,?,MendicinoRoberto,waltalgg,0-1
Rated Bullet game,https://lichess.org/9aqYwFNR,2020.08.12,?,alekosPYLOS13,waltalgg,0-1
Rated Bullet game,https://lichess.org/xkINJDyb,2020.08.12,?,Torneo1,waltalgg,1-0
Rated Bullet game,https://lichess.org/Jg1oDz62,2020.08.12,?,waltalgg,cochinillo,0-1
Rated Bullet game,https://lichess.org/uWOQPeu5,2020.08.12,?,waltalgg,SH1771,0-1
Rated Blitz game,https://lichess.org/23kUvrSy,2020.08.12,?,AHMED_RAMADAN83,waltalgg,1-0
Rated Blitz game,https://lichess.org/Br9hLnXN,2020.08.12,?,waltalgg,Chrisauii,1-0
Rated Bullet game,https://lichess.org/SVeMxs8L,2020.08.12,?,Nenadus1,waltalgg,0-1
Rated Bullet game,https://lichess.org/9MTbrk1D,2020.08.12,?,waltalgg,HolomorphicShawn,1/2-1/2
Rated Bullet game,https://lichess.org/ThDbXkPK,2020.08.12,?,Nenadus1,waltalgg,0-1
Rated Bullet game,https://lichess.org/yiTeuTw6,2020.08.12,?,waltalgg,TopIgel,1-0
Rated Bullet game,https://lichess.org/eTIrObUP,2020.08.12,?,waltalgg,UFO-Land,1-0
Rated Bullet game,https://lichess.org/WzenV6eS,2020.08.12,?,Induscombo,waltalgg,1/2-1/2
Rated Bullet game,https://lichess.org/XA3jJYTu,2020.08.12,?,waltalgg,Trentpaul,0-1
Rated Bullet game,https://lichess.org/xzWl65L3,2020.08.12,?,maestrossimo,waltalgg,0-1
Rated Bullet game,https://lichess.org/NgbckucB,2020.08.12,?,Sadmarkyl,waltalgg,0-1
Rated Bullet game,https://lichess.org/LwWWhyLS,2020.08.12,?,waltalgg,SamLoganFitness,1-0
Rated Bullet game,https://lichess.org/Fwr9aE7y,2020.08.12,?,waltalgg,RK007,1-0
Rated Bullet game,https://lichess.org/dEPuP1EJ,2020.08.12,?,budak77,waltalgg,1/2-1/2
Rated Bullet game,https://lichess.org/R3eKdp4A,2020.08.12,?,waltalgg,MagnetoZA,1-0
Rated Bullet game,https://lichess.org/isu6DOZ6,2020.08.12,?,Haunt3r,waltalgg,1-0
Rated Bullet game,https://lichess.org/PpA9kYqr,2020.08.12,?,waltalgg,Sumesh_Kerala,1/2-1/2
Rated Bullet game,https://lichess.org/ZELh1dBS,2020.08.12,?,sbarbier,waltalgg,0-1
Rated Bullet game,https://lichess.org/9C0GTdAC,2020.08.12,?,StanleyU,waltalgg,1-0
Rated Bullet game,https://lichess.org/2Pa7WoWT,2020.08.12,?,champ0071,waltalgg,0-1
Rated Bullet game,https://lichess.org/7Kqimp2e,2020.08.12,?,waltalgg,NoPlayNoFun,1-0
Rated Bullet game,https://lichess.org/ZNfjWYA0,2020.08.12,?,AnDGooglovich,waltalgg,1-0
Rated Bullet game,https://lichess.org/i5kDzd0G,2020.08.12,?,waltalgg,klimof63,1-0
Rated Bullet game,https://lichess.org/A5gbJBeH,2020.08.12,?,arieleo,waltalgg,1-0
Rated Bullet game,https://lichess.org/q9EHJN1X,2020.08.12,?,Pumpkinst,waltalgg,0-1
Rated Bullet game,https://lichess.org/pKzVQgi6,2020.08.12,?,waltalgg,coolline,1-0
Rated Bullet game,https://lichess.org/6SObpkyO,2020.08.12,?,waltalgg,jessica133,1-0
Rated Bullet game,https://lichess.org/QJW6Xf19,2020.08.12,?,KATATONICO,waltalgg,0-1
Rated Bullet game,https://lichess.org/iFoKiY6o,2020.08.12,?,bauerl95,waltalgg,0-1
Rated Bullet game,https://lichess.org/YD4Dddu2,2020.08.12,?,waltalgg,Thanos2049,1/2-1/2
Rated Bullet game,https://lichess.org/jdtVZCeX,2020.08.12,?,waltalgg,samtng,0-1
Rated Bullet game,https://lichess.org/VrcPoIcy,2020.08.12,?,HM4p8,waltalgg,0-1
Rated Bullet game,https://lichess.org/35mRic6e,2020.08.12,?,waltalgg,Neghittoso,1-0
Rated Bullet game,https://lichess.org/teZ9n6aw,2020.08.12,?,waltalgg,wahba131313,1-0
Rated Bullet game,https://lichess.org/TMG9WoTF,2020.08.12,?,Queengogo,waltalgg,1-0
